"wmc","dit","rfc","noc","cbo","lcom","loc","revision_num","author_num","linesadd_sum","linesadd_max","linesadd_avg","linesdel_sum","linesdel_max","linesdel_avg","codechurn_sum","codechurn_max","codechurn_avg","isBug"
49,2,126,1,24,926,1512,25,10,244,111,9.76,108,0,4.32,136,60,5.44,"YES"
20,1,45,2,11,112,543,7,1,482,331,68.8571428571429,69,0,9.85714285714286,413,331,59,"NO"
11,2,15,0,12,13,97,2,2,1,1,0.5,1,0,0.5,0,0,0,"NO"
15,4,27,0,243,0,157,4,3,14,10,3.5,4,0,1,10,10,2.5,"NO"
7,1,7,0,9,21,7,2,2,1,1,0.5,1,0,0.5,0,0,0,"NO"
4,1,4,0,5,6,4,2,2,1,1,0.5,1,0,0.5,0,0,0,"NO"
34,1,132,0,21,283,1255,29,6,1384,662,47.7241379310345,490,0,16.8965517241379,894,662,30.8275862068966,"YES"
16,1,39,3,13,80,341,6,5,35,15,5.83333333333333,20,0,3.33333333333333,15,8,2.5,"YES"
3,2,5,0,2,0,34,5,3,39,34,7.8,47,0,9.4,-8,2,-1.6,"NO"
10,2,30,0,4,27,252,11,4,90,30,8.18181818181818,28,0,2.54545454545455,62,29,5.63636363636364,"NO"
17,1,58,0,4,130,630,9,6,456,307,50.6666666666667,40,0,4.44444444444444,416,307,46.2222222222222,"YES"
53,1,119,1,37,1112,1739,41,8,974,146,23.7560975609756,649,0,15.8292682926829,325,89,7.92682926829268,"YES"
2,1,2,0,4,1,2,5,3,19,15,3.8,4,0,0.8,15,15,3,"NO"
3,5,8,0,2,0,28,5,4,18,13,3.6,4,0,0.8,14,12,2.8,"NO"
33,1,100,0,29,420,1585,24,9,670,294,27.9166666666667,171,0,7.125,499,216,20.7916666666667,"YES"
8,1,19,0,80,18,99,8,5,43,17,5.375,4,0,0.5,39,17,4.875,"NO"
1,1,2,0,0,0,6,2,1,72,68,36,0,0,0,72,68,36,"NO"
23,1,113,0,14,173,1964,31,9,206,46,6.64516129032258,114,0,3.67741935483871,92,39,2.96774193548387,"NO"
4,2,16,0,4,0,59,2,2,1,1,0.5,1,0,0.5,0,0,0,"NO"
3,1,17,0,3,0,204,7,4,9,4,1.28571428571429,7,0,1,2,2,0.285714285714286,"NO"
100,1,247,0,202,4576,2015,47,10,954,132,20.2978723404255,810,0,17.2340425531915,144,100,3.06382978723404,"YES"
5,1,8,19,128,4,37,6,5,18,7,3,7,0,1.16666666666667,11,6,1.83333333333333,"YES"
18,1,68,2,23,151,413,16,8,199,45,12.4375,152,0,9.5,47,43,2.9375,"YES"
20,1,50,0,3,74,721,10,5,711,628,71.1,65,0,6.5,646,628,64.6,"YES"
21,1,66,0,19,112,502,32,7,416,67,13,136,0,4.25,280,51,8.75,"YES"
23,1,57,0,32,147,441,13,4,95,33,7.30769230769231,64,0,4.92307692307692,31,31,2.38461538461538,"YES"
30,2,52,59,138,361,318,24,8,200,45,8.33333333333333,59,0,2.45833333333333,141,37,5.875,"YES"
7,3,26,0,6,15,237,6,4,17,9,2.83333333333333,7,0,1.16666666666667,10,8,1.66666666666667,"NO"
1,1,1,0,13,0,1,2,2,1,1,0.5,1,0,0.5,0,0,0,"NO"
5,1,5,0,7,10,5,5,3,53,38,10.6,33,0,6.6,20,15,4,"NO"
28,3,89,0,26,246,817,38,8,479,77,12.6052631578947,185,0,4.86842105263158,294,64,7.73684210526316,"YES"
16,1,74,0,13,50,635,9,4,52,30,5.77777777777778,17,0,1.88888888888889,35,28,3.88888888888889,"NO"
10,3,21,6,20,23,151,6,4,10,6,1.66666666666667,8,0,1.33333333333333,2,2,0.333333333333333,"NO"
4,4,7,11,14,4,22,4,4,2,1,0.5,3,0,0.75,-1,0,-0.25,"NO"
1,1,1,0,19,0,1,3,3,3,1,1,3,0,1,0,0,0,"NO"
5,4,20,0,3,4,168,3,3,5,3,1.66666666666667,4,0,1.33333333333333,1,1,0.333333333333333,"YES"
9,5,28,0,5,12,217,3,2,308,246,102.666666666667,56,0,18.6666666666667,252,246,84,"NO"
5,5,19,0,4,4,107,4,2,173,170,43.25,8,0,2,165,170,41.25,"NO"
4,4,13,0,4,0,87,4,4,4,2,1,4,0,1,0,1,0,"NO"
10,5,25,0,6,0,251,8,5,95,42,11.875,31,0,3.875,64,35,8,"NO"
8,5,26,0,6,0,173,8,3,33,12,4.125,26,0,3.25,7,8,0.875,"NO"
8,5,29,0,9,0,187,5,4,14,12,2.8,7,0,1.4,7,8,1.4,"NO"
7,5,22,0,5,0,150,4,4,2,1,0.5,3,0,0.75,-1,0,-0.25,"NO"
13,5,39,0,7,0,424,8,4,64,48,8,19,0,2.375,45,34,5.625,"YES"
9,2,23,0,0,0,250,5,3,127,106,25.4,22,0,4.4,105,87,21,"NO"
