"wmc","dit","rfc","noc","cbo","lcom","loc","revision_num","author_num","linesadd_sum","linesadd_max","linesadd_avg","linesdel_sum","linesdel_max","linesdel_avg","codechurn_sum","codechurn_max","codechurn_avg","isBug"
14,1,16,0,2,91,38,3,1,192,191,64,191,0,63.6666666666667,1,191,0.333333333333333,"NO"
5,3,6,0,1,2,36,3,1,85,84,28.3333333333333,84,0,28,1,84,0.333333333333333,"NO"
13,1,13,0,2,78,13,4,1,245,243,61.25,247,0,61.75,-2,243,-0.5,"NO"
118,1,180,0,1,6075,5209,4,1,4384,4381,1096,4388,0,1097,-4,4381,-1,"NO"
18,1,94,0,13,39,707,2,2,46,33,23,43,0,21.5,3,3,1.5,"NO"
17,5,39,23,25,102,507,7,3,97,30,13.8571428571429,27,0,3.85714285714286,70,29,10,"NO"
5,2,6,2,22,10,26,5,2,52,29,10.4,135,0,27,-83,29,-16.6,"NO"
10,2,29,0,4,17,278,4,2,68,38,17,74,0,18.5,-6,13,-1.5,"NO"
19,2,38,0,17,147,193,9,3,80,58,8.88888888888889,260,0,28.8888888888889,-180,6,-20,"NO"
4,1,19,0,4,4,82,1,1,8,8,8,2,0,2,6,6,6,"NO"
21,1,67,0,30,0,411,9,3,108,53,12,333,0,37,-225,13,-25,"NO"
8,3,26,0,12,14,195,2,2,51,50,25.5,28,0,14,23,23,11.5,"NO"
16,1,39,2,17,74,360,4,3,97,82,24.25,201,0,50.25,-104,3,-26,"NO"
89,2,269,0,141,3550,2699,87,11,1252,283,14.3908045977012,3428,0,39.4022988505747,-2176,72,-25.0114942528736,"NO"
15,1,74,0,19,47,561,16,4,247,52,15.4375,269,0,16.8125,-22,50,-1.375,"NO"
2,1,4,0,27,1,72,12,6,42,14,3.5,40,0,3.33333333333333,2,14,0.166666666666667,"NO"
1,1,1,0,48,0,1,1,1,0,0,0,0,0,0,0,0,0,"NO"
5,1,15,15,60,0,57,2,2,4,4,2,42,0,21,-38,1,-19,"NO"
2,2,9,0,6,1,32,0,0,0,0,0,0,0,0,0,0,0,"NO"
13,2,22,6,31,66,99,8,3,106,52,13.25,104,0,13,2,45,0.25,"NO"
11,1,37,0,48,23,187,3,3,277,270,92.3333333333333,40,0,13.3333333333333,237,237,79,"NO"
39,5,244,0,79,231,1783,86,8,1203,239,13.9883720930233,480,0,5.58139534883721,723,236,8.40697674418605,"YES"
22,1,47,3,24,231,322,21,5,611,221,29.0952380952381,215,0,10.2380952380952,396,208,18.8571428571429,"NO"
8,2,55,0,11,12,388,4,3,6,3,1.5,6,0,1.5,0,0,0,"NO"
74,1,228,0,154,2673,2274,65,11,1342,125,20.6461538461538,860,0,13.2307692307692,482,124,7.41538461538462,"NO"
1,1,1,0,10,0,1,3,3,42,41,14,3,0,1,39,41,13,"NO"
20,2,84,0,12,46,798,8,5,268,63,33.5,63,0,7.875,205,63,25.625,"NO"
7,1,8,2,19,0,41,3,2,115,107,38.3333333333333,10,0,3.33333333333333,105,107,35,"NO"
8,1,32,2,8,0,224,5,2,46,26,9.2,34,0,6.8,12,9,2.4,"NO"
19,1,55,2,16,0,398,2,1,102,99,51,124,0,62,-22,1,-11,"NO"
9,2,23,0,16,16,189,3,1,217,174,72.3333333333333,11,0,3.66666666666667,206,174,68.6666666666667,"NO"
3,2,26,0,9,0,172,4,2,58,24,14.5,40,0,10,18,23,4.5,"NO"
3,2,13,0,5,3,86,4,3,107,103,26.75,2,0,0.5,105,103,26.25,"NO"
3,1,27,0,11,0,204,7,2,247,203,35.2857142857143,51,0,7.28571428571429,196,203,28,"NO"
2,1,5,0,6,1,12,3,2,38,36,12.6666666666667,2,0,0.666666666666667,36,36,12,"NO"
27,1,96,0,19,295,745,8,4,75,29,9.375,41,0,5.125,34,24,4.25,"NO"
7,1,10,0,9,0,64,0,0,0,0,0,0,0,0,0,0,0,"NO"
70,1,187,0,77,2409,2017,88,11,1380,210,15.6818181818182,1123,0,12.7613636363636,257,210,2.92045454545455,"NO"
21,1,50,1,29,156,601,15,3,273,139,18.2,115,0,7.66666666666667,158,139,10.5333333333333,"NO"
4,2,21,1,6,4,129,3,2,41,21,13.6666666666667,77,0,25.6666666666667,-36,11,-12,"NO"
19,1,50,0,31,91,458,4,3,68,50,17,55,0,13.75,13,11,3.25,"NO"
13,1,33,0,7,26,261,6,3,46,15,7.66666666666667,42,0,7,4,5,0.666666666666667,"NO"
4,1,4,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,"NO"
8,1,43,0,15,14,378,26,8,241,28,9.26923076923077,240,0,9.23076923076923,1,25,0.0384615384615385,"NO"
39,1,181,0,49,469,2302,30,6,601,273,20.0333333333333,340,0,11.3333333333333,261,217,8.7,"NO"
16,1,33,0,1,4,258,2,1,10,10,5,13,0,6.5,-3,0,-1.5,"NO"
2,1,2,0,3,1,2,3,2,36,35,12,3,0,1,33,35,11,"NO"
23,1,69,0,21,175,533,21,7,202,45,9.61904761904762,317,0,15.0952380952381,-115,16,-5.47619047619048,"NO"
1,1,1,0,3,0,1,3,2,32,31,10.6666666666667,1,0,0.333333333333333,31,31,10.3333333333333,"NO"
10,2,32,0,5,21,164,3,2,34,21,11.3333333333333,72,0,24,-38,1,-12.6666666666667,"NO"
10,1,38,0,19,0,191,9,4,73,43,8.11111111111111,59,0,6.55555555555556,14,43,1.55555555555556,"NO"
3,1,21,0,11,3,119,1,1,1,1,1,0,0,0,1,1,1,"NO"
9,1,21,0,7,0,87,3,2,194,188,64.6666666666667,1,0,0.333333333333333,193,188,64.3333333333333,"NO"
27,1,69,0,21,351,1201,16,5,345,82,21.5625,65,0,4.0625,280,82,17.5,"NO"
90,6,339,0,234,3509,3081,127,10,1425,73,11.2204724409449,895,0,7.04724409448819,530,67,4.17322834645669,"YES"
7,5,56,0,16,7,610,10,6,55,15,5.5,24,0,2.4,31,12,3.1,"NO"
7,2,29,0,10,0,615,2,1,5,3,2.5,7,0,3.5,-2,0,-1,"NO"
2,1,2,0,4,1,2,1,1,5,5,5,3,0,3,2,2,2,"NO"
24,5,106,0,28,80,530,23,6,272,64,11.8260869565217,91,0,3.95652173913043,181,51,7.8695652173913,"NO"
8,6,52,0,15,10,339,4,3,46,17,11.5,44,0,11,2,1,0.5,"NO"
68,5,291,0,75,1812,2351,50,11,783,301,15.66,368,0,7.36,415,238,8.3,"NO"
20,5,144,0,27,154,1034,30,6,352,54,11.7333333333333,188,0,6.26666666666667,164,32,5.46666666666667,"NO"
19,2,47,0,13,79,552,9,4,232,122,25.7777777777778,49,0,5.44444444444444,183,121,20.3333333333333,"NO"
19,7,110,0,21,115,685,17,6,254,114,14.9411764705882,190,0,11.1764705882353,64,27,3.76470588235294,"NO"
5,7,57,0,11,0,438,13,4,143,31,11,163,0,12.5384615384615,-20,28,-1.53846153846154,"NO"
11,2,57,0,22,53,455,1,1,1,1,1,1,0,1,0,0,0,"NO"
8,2,21,0,20,26,89,1,1,1,1,1,1,0,1,0,0,0,"NO"
2,2,11,0,11,1,53,1,1,1,1,1,1,0,1,0,0,0,"NO"
5,2,21,0,10,4,187,1,1,1,1,1,1,0,1,0,0,0,"NO"
4,2,24,0,12,6,190,1,1,1,1,1,1,0,1,0,0,0,"NO"
3,2,20,0,12,3,294,1,1,1,1,1,1,0,1,0,0,0,"NO"
4,2,20,0,11,6,290,1,1,2,2,2,2,0,2,0,0,0,"NO"
4,2,12,0,21,0,170,1,1,1,1,1,1,0,1,0,0,0,"NO"
2,2,10,0,10,1,41,1,1,1,1,1,1,0,1,0,0,0,"NO"
3,2,16,0,12,1,123,1,1,1,1,1,1,0,1,0,0,0,"NO"
2,2,25,0,16,1,179,1,1,1,1,1,2,0,2,-1,0,-1,"NO"
2,2,10,0,12,1,136,1,1,1,1,1,1,0,1,0,0,0,"NO"
18,2,36,0,6,153,84,1,1,1,1,1,1,0,1,0,0,0,"NO"
4,2,9,0,9,4,47,1,1,1,1,1,1,0,1,0,0,0,"NO"
5,2,10,0,11,2,128,1,1,1,1,1,1,0,1,0,0,0,"NO"
3,2,10,0,11,3,81,1,1,1,1,1,1,0,1,0,0,0,"NO"
2,2,12,0,10,1,67,1,1,1,1,1,1,0,1,0,0,0,"NO"
5,2,22,0,7,4,155,2,2,2,1,1,2,0,1,0,0,0,"NO"
8,2,25,0,17,4,252,1,1,1,1,1,1,0,1,0,0,0,"NO"
4,2,22,0,15,6,119,1,1,1,1,1,1,0,1,0,0,0,"NO"
18,2,38,0,9,153,96,1,1,1,1,1,1,0,1,0,0,0,"NO"
4,2,14,0,13,6,113,1,1,1,1,1,1,0,1,0,0,0,"NO"
6,2,46,0,20,15,427,1,1,1,1,1,2,0,2,-1,0,-1,"NO"
2,2,3,0,4,1,10,1,1,1,1,1,1,0,1,0,0,0,"NO"
2,2,7,0,9,1,29,1,1,1,1,1,1,0,1,0,0,0,"NO"
4,2,8,0,10,4,37,1,1,1,1,1,1,0,1,0,0,0,"NO"
2,2,6,0,7,1,28,1,1,1,1,1,1,0,1,0,0,0,"NO"
2,2,5,0,7,1,22,1,1,1,1,1,1,0,1,0,0,0,"NO"
3,2,17,0,11,3,149,1,1,1,1,1,1,0,1,0,0,0,"NO"
2,2,6,0,7,1,36,1,1,1,1,1,1,0,1,0,0,0,"NO"
2,2,7,0,7,1,32,1,1,1,1,1,1,0,1,0,0,0,"NO"
2,2,28,0,17,1,235,1,1,1,1,1,1,0,1,0,0,0,"NO"
9,2,27,0,20,18,288,1,1,1,1,1,1,0,1,0,0,0,"NO"
6,2,16,0,14,15,113,1,1,1,1,1,1,0,1,0,0,0,"NO"
5,2,35,0,12,6,221,1,1,1,1,1,1,0,1,0,0,0,"NO"
3,2,14,0,11,3,61,1,1,1,1,1,1,0,1,0,0,0,"NO"
2,2,7,0,10,1,79,1,1,1,1,1,1,0,1,0,0,0,"NO"
10,2,24,0,11,45,99,1,1,1,1,1,1,0,1,0,0,0,"NO"
34,1,70,1,21,507,589,2,2,7,5,3.5,8,0,4,-1,0,-0.5,"NO"
2,1,2,0,5,1,2,2,2,2,1,1,2,0,1,0,0,0,"NO"
14,1,47,1,32,55,535,1,1,1,1,1,1,0,1,0,0,0,"NO"
13,1,28,0,57,0,161,2,2,5,4,2.5,4,0,2,1,1,0.5,"NO"
7,1,18,0,8,13,87,1,1,3,3,3,3,0,3,0,0,0,"NO"
5,1,13,1,14,10,34,1,1,3,3,3,3,0,3,0,0,0,"NO"
8,2,64,0,29,28,441,1,1,1,1,1,1,0,1,0,0,0,"NO"
22,1,114,0,34,219,2003,2,2,18,17,9,18,0,9,0,0,0,"NO"
3,1,8,0,3,0,24,1,1,1,1,1,1,0,1,0,0,0,"NO"
1,4,2,0,3,0,5,1,1,1,1,1,1,0,1,0,0,0,"NO"
7,1,19,1,8,21,70,3,3,7,4,2.33333333333333,5,0,1.66666666666667,2,4,0.666666666666667,"NO"
4,3,8,0,1,4,82,1,1,1,1,1,1,0,1,0,0,0,"NO"
6,1,6,0,1,15,6,2,2,2,2,1,3,0,1.5,-1,0,-0.5,"NO"
5,2,13,0,12,0,94,1,1,1,1,1,1,0,1,0,0,0,"NO"
12,3,25,2,57,14,216,1,1,1,1,1,1,0,1,0,0,0,"NO"
15,2,40,0,7,49,195,1,1,1,1,1,1,0,1,0,0,0,"NO"
59,1,163,0,73,1389,1844,1,1,3,3,3,4,0,4,-1,0,-1,"NO"
1,4,2,0,24,0,5,1,1,1,1,1,1,0,1,0,0,0,"NO"
12,1,25,0,3,0,212,1,1,1,1,1,1,0,1,0,0,0,"NO"
86,2,97,0,9,3649,709,1,1,1,1,1,3,0,3,-2,0,-2,"NO"
31,1,44,0,3,139,1283,1,1,1,1,1,1,0,1,0,0,0,"NO"
9,1,43,0,20,0,466,1,1,1,1,1,2,0,2,-1,0,-1,"NO"
8,1,17,0,16,22,160,1,1,1,1,1,1,0,1,0,0,0,"NO"
20,1,79,0,23,102,1583,1,1,1,1,1,4,0,4,-3,0,-3,"NO"
2,1,2,0,3,1,2,2,2,3,3,1.5,6,0,3,-3,0,-1.5,"NO"
75,1,156,2,58,2419,1888,3,3,17,9,5.66666666666667,24,0,8,-7,0,-2.33333333333333,"NO"
7,1,7,0,40,21,7,1,1,1,1,1,1,0,1,0,0,0,"NO"
11,4,23,0,6,23,494,2,2,2,1,1,2,0,1,0,0,0,"NO"
351,1,443,0,51,41713,12535,2,2,3,2,1.5,4,0,2,-1,0,-0.5,"NO"
1,1,1,0,13,0,672,1,1,1,1,1,1,0,1,0,0,0,"NO"
51,1,67,0,5,51,7188,1,1,1,1,1,3,0,3,-2,0,-2,"NO"
1,1,1,0,2,0,196,1,1,1,1,1,1,0,1,0,0,0,"NO"
45,1,85,0,44,820,1940,1,1,1,1,1,1,0,1,0,0,0,"NO"
41,1,120,0,25,820,1482,2,2,2,1,1,2,0,1,0,0,0,"NO"
2,3,4,0,9,1,9,1,1,1,1,1,1,0,1,0,0,0,"NO"
4,1,12,1,4,6,37,1,1,3,3,3,3,0,3,0,0,0,"NO"
7,1,48,0,0,21,333,2,2,4,2,2,4,0,2,0,0,0,"NO"
1,1,2,0,12,0,16,1,1,1,1,1,1,0,1,0,0,0,"NO"
19,1,30,38,62,147,242,2,2,2,1,1,2,0,1,0,0,0,"NO"
6,1,26,0,6,15,193,2,2,2,1,1,2,0,1,0,0,0,"NO"
10,4,25,0,16,23,135,1,1,1,1,1,1,0,1,0,0,0,"NO"
11,1,37,2,20,29,353,2,2,9,6,4.5,13,0,6.5,-4,0,-2,"NO"
3,1,4,0,4,3,23,1,1,1,1,1,1,0,1,0,0,0,"NO"
6,3,19,0,2,15,184,2,2,2,1,1,2,0,1,0,0,0,"NO"
13,1,38,0,17,72,644,1,1,4,4,4,4,0,4,0,0,0,"NO"
4,3,12,3,51,6,50,2,2,2,2,1,3,0,1.5,-1,0,-0.5,"NO"
3,4,9,0,10,1,44,1,1,1,1,1,1,0,1,0,0,0,"NO"
12,1,24,0,10,26,182,1,1,1,1,1,1,0,1,0,0,0,"NO"
4,2,17,0,4,4,94,3,3,5,3,1.66666666666667,5,0,1.66666666666667,0,1,0,"NO"
7,4,25,1,4,19,130,2,2,6,4,3,7,0,3.5,-1,0,-0.5,"NO"
49,1,128,0,13,1014,1254,1,1,5,5,5,5,0,5,0,0,0,"NO"
22,2,90,0,14,73,663,1,1,10,10,10,10,0,10,0,0,0,"NO"
1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,"NO"
