"wmc","dit","rfc","noc","cbo","lcom","loc","revision_num","author_num","linesadd_sum","linesadd_max","linesadd_avg","linesdel_sum","linesdel_max","linesdel_avg","codechurn_sum","codechurn_max","codechurn_avg","isBug"
11,2,57,0,22,53,455,3,1,181,81,60.3333333333333,56,0,18.6666666666667,125,66,41.6666666666667,"NO"
8,2,21,0,20,26,89,3,1,30,20,10,4,0,1.33333333333333,26,17,8.66666666666667,"NO"
2,2,11,0,11,1,53,1,1,22,22,22,0,0,0,22,22,22,"NO"
5,2,21,0,10,4,187,2,1,38,34,19,26,0,13,12,11,6,"NO"
4,2,25,0,11,6,208,3,1,43,32,14.3333333333333,12,0,4,31,31,10.3333333333333,"NO"
3,2,20,0,12,3,294,3,1,75,41,25,41,0,13.6666666666667,34,20,11.3333333333333,"NO"
5,2,24,0,11,10,309,3,1,37,28,12.3333333333333,25,0,8.33333333333333,12,11,4,"NO"
4,2,12,0,21,0,169,3,1,64,34,21.3333333333333,14,0,4.66666666666667,50,29,16.6666666666667,"NO"
2,2,10,0,10,1,41,2,1,12,10,6,145,0,72.5,-133,0,-66.5,"NO"
3,2,16,0,12,1,123,2,1,169,156,84.5,65,0,32.5,104,156,52,"NO"
2,2,24,0,15,1,177,1,1,106,106,106,0,0,0,106,106,106,"NO"
2,2,10,0,12,1,136,1,1,0,0,0,9,0,9,-9,0,-9,"NO"
1,2,2,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,"NO"
4,2,9,0,9,4,47,2,1,16,13,8,6,0,3,10,11,5,"NO"
5,2,10,0,11,2,128,2,1,59,57,29.5,21,0,10.5,38,38,19,"NO"
3,2,10,0,11,3,81,1,1,4,4,4,2,0,2,2,2,2,"NO"
2,2,12,0,10,1,67,2,1,24,17,12,6,0,3,18,15,9,"NO"
5,2,21,0,7,4,154,1,1,1,1,1,1,0,1,0,0,0,"NO"
8,2,25,0,17,4,252,3,1,133,78,44.3333333333333,79,0,26.3333333333333,54,33,18,"NO"
4,2,22,0,15,6,119,2,1,31,24,15.5,12,0,6,19,19,9.5,"NO"
2,2,7,0,9,1,24,1,1,9,9,9,18,0,18,-9,0,-9,"NO"
4,2,14,0,13,6,113,1,1,56,56,56,12,0,12,44,44,44,"NO"
6,2,44,0,20,15,372,3,1,118,77,39.3333333333333,77,0,25.6666666666667,41,31,13.6666666666667,"NO"
2,2,3,0,4,1,10,1,1,0,0,0,1,0,1,-1,0,-1,"NO"
2,2,7,0,9,1,29,1,1,1,1,1,1,0,1,0,0,0,"NO"
4,2,8,0,10,4,37,2,1,20,17,10,5,0,2.5,15,14,7.5,"NO"
2,2,6,0,7,1,28,0,0,0,0,0,0,0,0,0,0,0,"NO"
2,2,5,0,7,1,22,0,0,0,0,0,0,0,0,0,0,0,"NO"
3,2,17,0,11,3,149,2,1,29,28,14.5,2,0,1,27,27,13.5,"NO"
2,2,6,0,7,1,36,0,0,0,0,0,0,0,0,0,0,0,"NO"
2,2,7,0,7,1,32,1,1,3,3,3,2,0,2,1,1,1,"NO"
2,2,27,0,16,1,227,3,1,22,18,7.33333333333333,11,0,3.66666666666667,11,13,3.66666666666667,"NO"
9,2,27,0,20,18,288,3,1,112,90,37.3333333333333,21,0,7,91,87,30.3333333333333,"NO"
6,2,16,0,14,15,113,3,1,51,32,17,67,0,22.3333333333333,-16,9,-5.33333333333333,"NO"
5,2,35,0,12,6,221,2,1,28,23,14,15,0,7.5,13,10,6.5,"NO"
3,2,14,0,11,3,61,2,1,8,6,4,2,0,1,6,5,3,"NO"
2,2,7,0,10,1,79,0,0,0,0,0,0,0,0,0,0,0,"NO"
10,2,24,0,11,45,99,3,1,137,91,45.6666666666667,63,0,21,74,41,24.6666666666667,"NO"
35,1,77,1,21,535,652,4,1,440,206,110,158,0,39.5,282,127,70.5,"NO"
2,1,2,0,5,1,2,1,1,19,19,19,14,0,14,5,5,5,"NO"
15,1,47,1,28,69,523,3,1,322,179,107.333333333333,132,0,44,190,121,63.3333333333333,"NO"
13,1,28,0,57,0,161,2,1,28,16,14,12,0,6,16,16,8,"NO"
7,1,12,0,7,13,64,1,1,3,3,3,3,0,3,0,0,0,"NO"
5,1,13,1,14,10,34,1,1,54,54,54,0,0,0,54,54,54,"NO"
8,2,64,0,28,28,437,1,1,327,327,327,0,0,0,327,327,327,"NO"
23,1,118,0,34,239,2050,2,1,1139,1131,569.5,2,0,1,1137,1131,568.5,"NO"
3,1,8,0,3,0,24,1,1,12,12,12,11,0,11,1,1,1,"NO"
1,4,2,0,1,0,5,1,1,1,1,1,1,0,1,0,0,0,"NO"
7,1,19,1,8,21,70,1,1,199,199,199,0,0,0,199,199,199,"NO"
4,3,8,0,1,4,82,1,1,2,2,2,1,0,1,1,1,1,"NO"
6,1,6,0,1,15,6,1,1,3,3,3,3,0,3,0,0,0,"NO"
5,2,13,0,12,0,93,1,1,54,54,54,54,0,54,0,0,0,"NO"
12,3,25,2,56,14,216,4,1,66,47,16.5,70,0,17.5,-4,9,-1,"NO"
58,1,166,0,71,1341,1720,7,1,290,125,41.4285714285714,186,0,26.5714285714286,104,59,14.8571428571429,"NO"
1,4,2,0,22,0,5,0,0,0,0,0,0,0,0,0,0,0,"NO"
12,1,25,0,3,0,218,0,0,0,0,0,0,0,0,0,0,0,"NO"
86,2,97,0,9,3649,709,3,1,17,11,5.66666666666667,9,0,3,8,8,2.66666666666667,"NO"
31,1,44,0,3,139,1283,1,1,70,70,70,43,0,43,27,27,27,"NO"
9,1,43,0,20,0,466,3,1,116,82,38.6666666666667,48,0,16,68,57,22.6666666666667,"NO"
8,1,17,0,13,22,160,2,1,90,82,45,2,0,1,88,82,44,"NO"
20,1,79,0,23,102,1578,5,1,587,306,117.4,415,0,83,172,82,34.4,"NO"
2,1,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,"NO"
74,1,147,1,53,2353,1785,8,1,1206,565,150.75,889,0,111.125,317,208,39.625,"YES"
7,1,7,0,39,21,7,0,0,0,0,0,0,0,0,0,0,0,"NO"
11,4,23,0,6,23,494,2,1,72,68,36,74,0,37,-2,1,-1,"NO"
351,1,443,0,51,41713,12200,3,1,4252,1688,1417.33333333333,5249,0,1749.66666666667,-997,28,-332.333333333333,"NO"
1,1,1,0,13,0,672,1,1,135,135,135,113,0,113,22,22,22,"NO"
51,1,67,0,5,51,7191,1,1,675,675,675,577,0,577,98,98,98,"NO"
1,1,1,0,2,0,196,3,1,71,37,23.6666666666667,69,0,23,2,2,0.666666666666667,"NO"
46,1,89,0,44,869,2089,4,1,426,306,106.5,146,0,36.5,280,226,70,"NO"
32,1,114,0,25,496,1517,4,1,757,354,189.25,815,0,203.75,-58,123,-14.5,"NO"
2,3,4,0,9,1,9,0,0,0,0,0,0,0,0,0,0,0,"NO"
4,1,12,1,4,6,37,1,1,2,2,2,2,0,2,0,0,0,"NO"
7,1,48,0,0,21,334,3,1,390,195,130,195,0,65,195,195,65,"NO"
1,1,2,0,12,0,16,1,1,4,4,4,1,0,1,3,3,3,"NO"
19,1,30,38,62,147,242,2,1,29,22,14.5,21,0,10.5,8,18,4,"NO"
6,1,26,0,5,15,193,2,1,11,8,5.5,9,0,4.5,2,8,1,"NO"
10,4,25,0,16,23,135,1,1,9,9,9,28,0,28,-19,0,-19,"NO"
11,1,37,2,20,29,353,3,1,187,91,62.3333333333333,70,0,23.3333333333333,117,46,39,"NO"
3,1,4,0,4,3,23,1,1,12,12,12,4,0,4,8,8,8,"NO"
6,3,19,0,2,15,184,1,1,3,3,3,3,0,3,0,0,0,"NO"
