"revision_num","author_num","linesadd_sum","linesadd_max","linesadd_avg","linesdel_sum","linesdel_max","linesdel_avg","codechurn_sum","codechurn_max","codechurn_avg","isBug"
1,1,2,2,2,0,0,0,2,2,2,"NO"
0,0,0,0,0,0,0,0,0,0,0,"NO"
0,0,0,0,0,0,0,0,0,0,0,"NO"
0,0,0,0,0,0,0,0,0,0,0,"NO"
4,4,14,6,3.5,8,0,2,6,5,1.5,"YES"
0,0,0,0,0,0,0,0,0,0,0,"NO"
1,1,1,1,1,2,0,2,-1,0,-1,"NO"
0,0,0,0,0,0,0,0,0,0,0,"NO"
7,5,49,18,7,243,0,34.7142857142857,-194,18,-27.7142857142857,"YES"
0,0,0,0,0,0,0,0,0,0,0,"NO"
0,0,0,0,0,0,0,0,0,0,0,"NO"
0,0,0,0,0,0,0,0,0,0,0,"NO"
3,3,10,6,3.33333333333333,2,0,0.666666666666667,8,6,2.66666666666667,"YES"
2,2,3,2,1.5,3,0,1.5,0,1,0,"NO"
2,2,15,10,7.5,0,0,0,15,10,7.5,"YES"
1,1,0,0,0,2,0,2,-2,0,-2,"NO"
3,2,172,135,57.3333333333333,20,0,6.66666666666667,152,135,50.6666666666667,"NO"
0,0,0,0,0,0,0,0,0,0,0,"NO"
0,0,0,0,0,0,0,0,0,0,0,"NO"
0,0,0,0,0,0,0,0,0,0,0,"NO"
1,1,2,2,2,0,0,0,2,2,2,"NO"
0,0,0,0,0,0,0,0,0,0,0,"NO"
0,0,0,0,0,0,0,0,0,0,0,"NO"
3,2,8,7,2.66666666666667,15,0,5,-7,0,-2.33333333333333,"NO"
2,1,3,2,1.5,1,0,0.5,2,1,1,"YES"
1,1,2,2,2,0,0,0,2,2,2,"NO"
1,1,2,2,2,0,0,0,2,2,2,"NO"
1,1,2,2,2,0,0,0,2,2,2,"NO"
2,2,57,46,28.5,5,0,2.5,52,46,26,"NO"
0,0,0,0,0,0,0,0,0,0,0,"NO"
