"revision_num","author_num","linesadd_sum","linesadd_max","linesadd_avg","linesdel_sum","linesdel_max","linesdel_avg","codechurn_sum","codechurn_max","codechurn_avg","isBug"
1,1,34,34,34,0,0,0,34,34,34,"NO"
3,1,51,45,17,6,0,2,45,45,15,"NO"
2,2,43,35,21.5,0,0,0,43,35,21.5,"NO"
0,0,0,0,0,0,0,0,0,0,0,"NO"
2,2,7,6,3.5,1,0,0.5,6,6,3,"NO"
8,3,110,53,13.75,41,0,5.125,69,27,8.625,"NO"
3,1,56,35,18.6666666666667,7,0,2.33333333333333,49,35,16.3333333333333,"NO"
8,2,228,185,28.5,8,0,1,220,185,27.5,"YES"
0,0,0,0,0,0,0,0,0,0,0,"NO"
4,2,25,19,6.25,97,0,24.25,-72,19,-18,"NO"
4,2,12,6,3,4,0,1,8,6,2,"NO"
1,1,6,6,6,6,0,6,0,0,0,"YES"
15,4,472,181,31.4666666666667,121,0,8.06666666666667,351,130,23.4,"YES"
4,2,37,18,9.25,13,0,3.25,24,16,6,"NO"
0,0,0,0,0,0,0,0,0,0,0,"NO"
6,2,387,267,64.5,43,0,7.16666666666667,344,267,57.3333333333333,"NO"
6,2,259,169,43.1666666666667,28,0,4.66666666666667,231,169,38.5,"NO"
1,1,1,1,1,2,0,2,-1,0,-1,"NO"
3,2,6,4,2,15,0,5,-9,1,-3,"NO"
3,2,52,35,17.3333333333333,13,0,4.33333333333333,39,34,13,"NO"
5,2,40,21,8,22,0,4.4,18,15,3.6,"YES"
1,1,167,167,167,0,0,0,167,167,167,"NO"
1,1,89,89,89,0,0,0,89,89,89,"NO"
1,1,1,1,1,3,0,3,-2,0,-2,"NO"
1,1,0,0,0,2,0,2,-2,0,-2,"NO"
3,2,10,7,3.33333333333333,13,0,4.33333333333333,-3,2,-1,"NO"
2,2,164,163,82,1,0,0.5,163,163,81.5,"NO"
4,2,105,99,26.25,2,0,0.5,103,99,25.75,"NO"
8,3,134,83,16.75,105,0,13.125,29,72,3.625,"NO"
4,3,31,14,7.75,24,0,6,7,8,1.75,"NO"
6,2,102,54,17,15,0,2.5,87,54,14.5,"NO"
4,2,92,45,23,5,0,1.25,87,45,21.75,"NO"
2,2,56,42,28,1,0,0.5,55,41,27.5,"NO"
3,3,283,244,94.3333333333333,30,0,10,253,244,84.3333333333333,"NO"
2,2,51,35,25.5,1,0,0.5,50,34,25,"NO"
2,2,72,63,36,1,0,0.5,71,63,35.5,"NO"
3,2,78,76,26,14,0,4.66666666666667,64,76,21.3333333333333,"NO"
2,2,70,61,35,1,0,0.5,69,61,34.5,"NO"
4,2,78,75,19.5,14,0,3.5,64,75,16,"NO"
