"revision_num","author_num","linesadd_sum","linesadd_max","linesadd_avg","linesdel_sum","linesdel_max","linesdel_avg","codechurn_sum","codechurn_max","codechurn_avg","isBug"
3,1,181,81,60.3333333333333,56,0,18.6666666666667,125,66,41.6666666666667,"NO"
3,1,30,20,10,4,0,1.33333333333333,26,17,8.66666666666667,"NO"
1,1,22,22,22,0,0,0,22,22,22,"NO"
2,1,38,34,19,26,0,13,12,11,6,"NO"
3,1,43,32,14.3333333333333,12,0,4,31,31,10.3333333333333,"NO"
3,1,75,41,25,41,0,13.6666666666667,34,20,11.3333333333333,"NO"
3,1,37,28,12.3333333333333,25,0,8.33333333333333,12,11,4,"NO"
3,1,64,34,21.3333333333333,14,0,4.66666666666667,50,29,16.6666666666667,"NO"
2,1,12,10,6,145,0,72.5,-133,0,-66.5,"NO"
2,1,169,156,84.5,65,0,32.5,104,156,52,"NO"
1,1,106,106,106,0,0,0,106,106,106,"NO"
1,1,0,0,0,9,0,9,-9,0,-9,"NO"
0,0,0,0,0,0,0,0,0,0,0,"NO"
2,1,16,13,8,6,0,3,10,11,5,"NO"
2,1,59,57,29.5,21,0,10.5,38,38,19,"NO"
1,1,4,4,4,2,0,2,2,2,2,"NO"
2,1,24,17,12,6,0,3,18,15,9,"NO"
1,1,1,1,1,1,0,1,0,0,0,"NO"
3,1,133,78,44.3333333333333,79,0,26.3333333333333,54,33,18,"NO"
2,1,31,24,15.5,12,0,6,19,19,9.5,"NO"
1,1,9,9,9,18,0,18,-9,0,-9,"NO"
1,1,56,56,56,12,0,12,44,44,44,"NO"
3,1,118,77,39.3333333333333,77,0,25.6666666666667,41,31,13.6666666666667,"NO"
1,1,0,0,0,1,0,1,-1,0,-1,"NO"
1,1,1,1,1,1,0,1,0,0,0,"NO"
2,1,20,17,10,5,0,2.5,15,14,7.5,"NO"
0,0,0,0,0,0,0,0,0,0,0,"NO"
0,0,0,0,0,0,0,0,0,0,0,"NO"
2,1,29,28,14.5,2,0,1,27,27,13.5,"NO"
0,0,0,0,0,0,0,0,0,0,0,"NO"
1,1,3,3,3,2,0,2,1,1,1,"NO"
3,1,22,18,7.33333333333333,11,0,3.66666666666667,11,13,3.66666666666667,"NO"
3,1,112,90,37.3333333333333,21,0,7,91,87,30.3333333333333,"NO"
3,1,51,32,17,67,0,22.3333333333333,-16,9,-5.33333333333333,"NO"
2,1,28,23,14,15,0,7.5,13,10,6.5,"NO"
2,1,8,6,4,2,0,1,6,5,3,"NO"
0,0,0,0,0,0,0,0,0,0,0,"NO"
3,1,137,91,45.6666666666667,63,0,21,74,41,24.6666666666667,"NO"
4,1,440,206,110,158,0,39.5,282,127,70.5,"NO"
1,1,19,19,19,14,0,14,5,5,5,"NO"
3,1,322,179,107.333333333333,132,0,44,190,121,63.3333333333333,"NO"
2,1,28,16,14,12,0,6,16,16,8,"NO"
1,1,3,3,3,3,0,3,0,0,0,"NO"
1,1,54,54,54,0,0,0,54,54,54,"NO"
1,1,327,327,327,0,0,0,327,327,327,"NO"
2,1,1139,1131,569.5,2,0,1,1137,1131,568.5,"NO"
1,1,12,12,12,11,0,11,1,1,1,"NO"
1,1,1,1,1,1,0,1,0,0,0,"NO"
1,1,199,199,199,0,0,0,199,199,199,"NO"
1,1,2,2,2,1,0,1,1,1,1,"NO"
1,1,3,3,3,3,0,3,0,0,0,"NO"
1,1,54,54,54,54,0,54,0,0,0,"NO"
4,1,66,47,16.5,70,0,17.5,-4,9,-1,"NO"
7,1,290,125,41.4285714285714,186,0,26.5714285714286,104,59,14.8571428571429,"NO"
0,0,0,0,0,0,0,0,0,0,0,"NO"
0,0,0,0,0,0,0,0,0,0,0,"NO"
3,1,17,11,5.66666666666667,9,0,3,8,8,2.66666666666667,"NO"
1,1,70,70,70,43,0,43,27,27,27,"NO"
3,1,116,82,38.6666666666667,48,0,16,68,57,22.6666666666667,"NO"
2,1,90,82,45,2,0,1,88,82,44,"NO"
5,1,587,306,117.4,415,0,83,172,82,34.4,"NO"
0,0,0,0,0,0,0,0,0,0,0,"NO"
8,1,1206,565,150.75,889,0,111.125,317,208,39.625,"YES"
0,0,0,0,0,0,0,0,0,0,0,"NO"
2,1,72,68,36,74,0,37,-2,1,-1,"NO"
3,1,4252,1688,1417.33333333333,5249,0,1749.66666666667,-997,28,-332.333333333333,"NO"
1,1,135,135,135,113,0,113,22,22,22,"NO"
1,1,675,675,675,577,0,577,98,98,98,"NO"
3,1,71,37,23.6666666666667,69,0,23,2,2,0.666666666666667,"NO"
4,1,426,306,106.5,146,0,36.5,280,226,70,"NO"
4,1,757,354,189.25,815,0,203.75,-58,123,-14.5,"NO"
0,0,0,0,0,0,0,0,0,0,0,"NO"
1,1,2,2,2,2,0,2,0,0,0,"NO"
3,1,390,195,130,195,0,65,195,195,65,"NO"
1,1,4,4,4,1,0,1,3,3,3,"NO"
2,1,29,22,14.5,21,0,10.5,8,18,4,"NO"
2,1,11,8,5.5,9,0,4.5,2,8,1,"NO"
1,1,9,9,9,28,0,28,-19,0,-19,"NO"
3,1,187,91,62.3333333333333,70,0,23.3333333333333,117,46,39,"NO"
1,1,12,12,12,4,0,4,8,8,8,"NO"
1,1,3,3,3,3,0,3,0,0,0,"NO"
1,1,447,447,447,0,0,0,447,447,447,"NO"
2,1,43,40,21.5,48,0,24,-5,3,-2.5,"NO"
1,1,24,24,24,15,0,15,9,9,9,"NO"
1,1,109,109,109,0,0,0,109,109,109,"NO"
3,1,78,39,26,71,0,23.6666666666667,7,17,2.33333333333333,"NO"
