"revision_num","author_num","linesadd_sum","linesadd_max","linesadd_avg","linesdel_sum","linesdel_max","linesdel_avg","codechurn_sum","codechurn_max","codechurn_avg","isBug"
25,10,244,111,9.76,108,0,4.32,136,60,5.44,"YES"
7,1,482,331,68.8571428571429,69,0,9.85714285714286,413,331,59,"NO"
2,2,1,1,0.5,1,0,0.5,0,0,0,"NO"
4,3,14,10,3.5,4,0,1,10,10,2.5,"NO"
2,2,1,1,0.5,1,0,0.5,0,0,0,"NO"
2,2,1,1,0.5,1,0,0.5,0,0,0,"NO"
29,6,1384,662,47.7241379310345,490,0,16.8965517241379,894,662,30.8275862068966,"YES"
6,5,35,15,5.83333333333333,20,0,3.33333333333333,15,8,2.5,"YES"
5,3,39,34,7.8,47,0,9.4,-8,2,-1.6,"NO"
11,4,90,30,8.18181818181818,28,0,2.54545454545455,62,29,5.63636363636364,"NO"
9,6,456,307,50.6666666666667,40,0,4.44444444444444,416,307,46.2222222222222,"YES"
41,8,974,146,23.7560975609756,649,0,15.8292682926829,325,89,7.92682926829268,"YES"
5,3,19,15,3.8,4,0,0.8,15,15,3,"NO"
5,4,18,13,3.6,4,0,0.8,14,12,2.8,"NO"
24,9,670,294,27.9166666666667,171,0,7.125,499,216,20.7916666666667,"YES"
8,5,43,17,5.375,4,0,0.5,39,17,4.875,"NO"
2,1,72,68,36,0,0,0,72,68,36,"NO"
31,9,206,46,6.64516129032258,114,0,3.67741935483871,92,39,2.96774193548387,"NO"
2,2,1,1,0.5,1,0,0.5,0,0,0,"NO"
7,4,9,4,1.28571428571429,7,0,1,2,2,0.285714285714286,"NO"
47,10,954,132,20.2978723404255,810,0,17.2340425531915,144,100,3.06382978723404,"YES"
6,5,18,7,3,7,0,1.16666666666667,11,6,1.83333333333333,"YES"
16,8,199,45,12.4375,152,0,9.5,47,43,2.9375,"YES"
10,5,711,628,71.1,65,0,6.5,646,628,64.6,"YES"
32,7,416,67,13,136,0,4.25,280,51,8.75,"YES"
13,4,95,33,7.30769230769231,64,0,4.92307692307692,31,31,2.38461538461538,"YES"
24,8,200,45,8.33333333333333,59,0,2.45833333333333,141,37,5.875,"YES"
6,4,17,9,2.83333333333333,7,0,1.16666666666667,10,8,1.66666666666667,"NO"
2,2,1,1,0.5,1,0,0.5,0,0,0,"NO"
5,3,53,38,10.6,33,0,6.6,20,15,4,"NO"
38,8,479,77,12.6052631578947,185,0,4.86842105263158,294,64,7.73684210526316,"YES"
9,4,52,30,5.77777777777778,17,0,1.88888888888889,35,28,3.88888888888889,"NO"
